Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
5637PA,SW,W10/W11: MS Jump Start 5637PA,2.4,none,-100,5,High,vradhakrishn,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,"Win 10, Win 11",SIT,msesha,"To confirm the new Microsoft licenses for Win10, which is required in preload images.",,,
5637PA,SW,W10/W11: MS Jump Start 5637PA,2.4,none,-100,5,High,vradhakrishn,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,"Win 10, Win 11",SVT,msesha,"To confirm the new Microsoft licenses for Win10, which is required in preload images.",,,
PRE0301,SW,W10/W11:Analysis Preload Image,1.1,Preload;analysis,-100,20,High,bcruz,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,"Win 10, Win 11",SVT,msesha,Check and confirm the Modules in the GMC/GM Preload Reports are as expected,,,
PRE0301,SW,W10/W11:Analysis Preload Image,1.1,Preload;analysis,-100,20,High,bcruz,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,"Win 10, Win 11",SVT G/O,msesha,Check and confirm the Modules in the GMC/GM Preload Reports are as expected,,,
PRE0302,SW,W10/W11: Modern vs Normal Preload,1.1,Preload;modern;cloud,-100,4,Middle,vradhakrishn,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,"Win 10, Win 11",SIT,msesha,Create Modern and Normal Preload using visidLoad,,,
PRE0302,SW,W10/W11: Modern vs Normal Preload,1.1,Preload;modern;cloud,-100,4,Middle,vradhakrishn,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,"Win 10, Win 11",SVT,msesha,Create Modern and Normal Preload using visidLoad,,,
PRE0401,SW,W11:Enable Secured-core PC- L2/L3 Validtion Test.,1.34,L3 Security,-100,762,High,amannem2,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,Win 11,SIT,msesha,To validate Product is compliance with Microsoft L3 & L2 Level Secuirty,,,
PRE0401,SW,W11:Enable Secured-core PC- L2/L3 Validtion Test.,1.34,L3 Security,-100,762,High,amannem2,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,Win 11,SVT,msesha,To validate Product is compliance with Microsoft L3 & L2 Level Secuirty,,,
PRE0406,SW,W11: 24H2 unique test.,1.01,24H2,-100,40,High,amannem2,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,Win 11,FVT,msesha,To Test  Windows 11 24H2 unique features.,,,
PRE0406,SW,W11: 24H2 unique test.,1.01,24H2,-100,40,High,amannem2,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,Win 11,SIT,msesha,To Test  Windows 11 24H2 unique features.,,,
PRE0406,SW,W11: 24H2 unique test.,1.01,24H2,-100,40,High,amannem2,ROOT: W10/W11: Preload Image Verification - 5462PA,Single,Active,Win 11,SVT,msesha,To Test  Windows 11 24H2 unique features.,,,
PRE0402,SW,Lenovo Trusted Device Setup TDS - CTO,1.3,"TDS, Security",-100,0,High,amannem2,CTO APPS,Single,Active,"Win 10, Win 11",SIT,msesha,To Validate for Trusted Device Security - CTO component for preload sign off,,,
PRE0402,SW,Lenovo Trusted Device Setup TDS - CTO,1.3,"TDS, Security",-100,0,High,amannem2,CTO APPS,Single,Active,"Win 10, Win 11",SVT,msesha,To Validate for Trusted Device Security - CTO component for preload sign off,,,
PRE0405,SW,W10/W11: MMD（Microsoft Managed Desktop) CTO,1.01,MMD,-100,72,High,amannem2,CTO APPS,Single,Active,"Win 10, Win 11",SIT,msesha,To Validate MMD（Microsoft Managed Desktop) CTO,,,
PRE0405,SW,W10/W11: MMD（Microsoft Managed Desktop) CTO,1.01,MMD,-100,72,High,amannem2,CTO APPS,Single,Active,"Win 10, Win 11",SVT,msesha,To Validate MMD（Microsoft Managed Desktop) CTO,,,
PRE0408,SW,OKR_One key Recovery - CTO,1.3,OKR,-100,50,High,amannem2,CTO APPS,Single,Active,,SIT,amannem2,To test OKR,,,
PRE0408,SW,OKR_One key Recovery - CTO,1.3,OKR,-100,50,High,amannem2,CTO APPS,Single,Active,,SVT,amannem2,To test OKR,,,
PRE0407,SW,W11/W10:Ready To Provision (RTP),1.03,RTP,-100,90,High,amannem2,RTP Test,Single,Active,"Win 10, Win 11",SIT,amannem2,To validate Ready To Provision (RTP).,,,
PRE0407,SW,W11/W10:Ready To Provision (RTP),1.03,RTP,-100,90,High,amannem2,RTP Test,Single,Active,"Win 10, Win 11",SVT,amannem2,To validate Ready To Provision (RTP).,,,
PRE0409,SW,W11/W10: Preload GM image test case,1.01,GM,-100,0,High,amannem2,GM check Test,Single,Active,"Win 10, Win 11",SVT,amannem2,To validate Preload GM level reports.,,,
3919PA,SW,W7: MOPS&AUDIT Image Preload 3919PA,3.1,none,-100,600,,amannem2,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,"To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3919PA,SW,W7: MOPS&AUDIT Image Preload 3919PA,3.1,none,-100,600,,amannem2,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,"To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3919PA,SW,W7: MOPS&AUDIT Image Preload 3919PA,3.1,none,-100,600,,amannem2,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,"To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3920PA,SW,W7: D2D Image Recovery (Factory Restore) 3920PA,1.8,none,-100,360,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To verify that the customer complete the recovery to Factory contents with no problem,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3920PA,SW,W7: D2D Image Recovery (Factory Restore) 3920PA,1.8,none,-100,360,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,To verify that the customer complete the recovery to Factory contents with no problem,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3920PA,SW,W7: D2D Image Recovery (Factory Restore) 3920PA,1.8,none,-100,360,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To verify that the customer complete the recovery to Factory contents with no problem,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3921PA,SW,W7: RDVD Creation and Image Recovery 3921PA,1.9,none,-100,420,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To verify that the customer complete the RDVD(Recovery DVD) creation and Recovery by RDVD to Factory contents with no problem,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3921PA,SW,W7: RDVD Creation and Image Recovery 3921PA,1.9,none,-100,420,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,To verify that the customer complete the RDVD(Recovery DVD) creation and Recovery by RDVD to Factory contents with no problem,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3921PA,SW,W7: RDVD Creation and Image Recovery 3921PA,1.9,none,-100,420,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To verify that the customer complete the RDVD(Recovery DVD) creation and Recovery by RDVD to Factory contents with no problem,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3922PA,SW,W7: Preload OOBE (MS/Lenovo OOBE) 3922PA,1.4,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To verify Windows 7 MS OOBE and IBM registration works properly.,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3922PA,SW,W7: Preload OOBE (MS/Lenovo OOBE) 3922PA,1.4,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,To verify Windows 7 MS OOBE and IBM registration works properly.,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3922PA,SW,W7: Preload OOBE (MS/Lenovo OOBE) 3922PA,1.4,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To verify Windows 7 MS OOBE and IBM registration works properly.,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3923PA,SW,W7: Default Settings in Preload 3923PA,2.1,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To verify Windows 7 Preload default setting (after MOPS&AUDIT),,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3923PA,SW,W7: Default Settings in Preload 3923PA,2.1,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,To verify Windows 7 Preload default setting (after MOPS&AUDIT),,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3923PA,SW,W7: Default Settings in Preload 3923PA,2.1,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To verify Windows 7 Preload default setting (after MOPS&AUDIT),,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3924PA,SW,W7: Drivers/Apps/QFEs PreInstall / RTI and Backup copies 3924PA,1.6,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,"To verify that Drivers, Applications and Utilities are installed and/or copied in the folder as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver Lis",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3924PA,SW,W7: Drivers/Apps/QFEs PreInstall / RTI and Backup copies 3924PA,1.6,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,"To verify that Drivers, Applications and Utilities are installed and/or copied in the folder as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver Lis",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3924PA,SW,W7: Drivers/Apps/QFEs PreInstall / RTI and Backup copies 3924PA,1.6,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,"To verify that Drivers, Applications and Utilities are installed and/or copied in the folder as defined in SW Plan (Offering Definition) or Driver List (PTP list, GM Driver Lis",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3926PA,SW,W7: Customer 1st time opearation 3926PA,1.4,none,-100,60,,eb98279,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To make sure customer 1st time action has no problem in preload environment,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3926PA,SW,W7: Customer 1st time opearation 3926PA,1.4,none,-100,60,,eb98279,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,To make sure customer 1st time action has no problem in preload environment,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
3926PA,SW,W7: Customer 1st time opearation 3926PA,1.4,none,-100,60,,eb98279,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To make sure customer 1st time action has no problem in preload environment,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
4208PA,SW,W7: Continuous MOPS&Audit+OOBE 4208PA,1.3,none,-100,1500,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To confirm the ratio of the intermittent failure during MOPS & AUDIT (manufacturing Setup).,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
4208PA,SW,W7: Continuous MOPS&Audit+OOBE 4208PA,1.3,none,-100,1500,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To confirm the ratio of the intermittent failure during MOPS & AUDIT (manufacturing Setup).,,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5048PA,SW,W7: Partitioning for iRST & ExpressCache 5048PA,1.4,none,-100,5,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,"To verify the partitioning for the following technologies which are supported from Intel Chief River = Ivy Bridge Mobile Platform level of system, after MOPS&AUDIT, Facotry Recovery (D2D) and Factory Recovery by Customer Recovery Disc
- iRST(Intel Rapid Start Technology) - formaerly iFFS(Intel Fast Flash Standby)
- ExpressCache",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5048PA,SW,W7: Partitioning for iRST & ExpressCache 5048PA,1.4,none,-100,5,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,"To verify the partitioning for the following technologies which are supported from Intel Chief River = Ivy Bridge Mobile Platform level of system, after MOPS&AUDIT, Facotry Recovery (D2D) and Factory Recovery by Customer Recovery Disc
- iRST(Intel Rapid Start Technology) - formaerly iFFS(Intel Fast Flash Standby)
- ExpressCache",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5048PA,SW,W7: Partitioning for iRST & ExpressCache 5048PA,1.4,none,-100,5,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,"To verify the partitioning for the following technologies which are supported from Intel Chief River = Ivy Bridge Mobile Platform level of system, after MOPS&AUDIT, Facotry Recovery (D2D) and Factory Recovery by Customer Recovery Disc
- iRST(Intel Rapid Start Technology) - formaerly iFFS(Intel Fast Flash Standby)
- ExpressCache",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5185PA,SW,W7: 2013/08 MS Jump Start 5185PA,1.4,none,-100,19,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,"To confirm The new Microsoft licenses, effective 8/1/2013, require changes to the Jumpstart configuration, which is required in preload images.",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5185PA,SW,W7: 2013/08 MS Jump Start 5185PA,1.4,none,-100,19,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,"To confirm The new Microsoft licenses, effective 8/1/2013, require changes to the Jumpstart configuration, which is required in preload images.",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5185PA,SW,W7: 2013/08 MS Jump Start 5185PA,1.4,none,-100,19,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,"To confirm The new Microsoft licenses, effective 8/1/2013, require changes to the Jumpstart configuration, which is required in preload images.",,"W7HP32, W7HB32, W7S32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5231PA,SW,W7: Chklogo8 Test 5231PA,1.2,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Ultimate",SIT,msesha,"To see all drivers are digitally signed for Windows 7 preload image and updating the web applications, ready to install applications and report the related problem.",,"W7HP32, W7HB32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5231PA,SW,W7: Chklogo8 Test 5231PA,1.2,none,-100,60,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Matrix,Active,"Win7 Home premium, Win7 Ultimate",SVT,msesha,"To see all drivers are digitally signed for Windows 7 preload image and updating the web applications, ready to install applications and report the related problem.",,"W7HP32, W7HB32, W7HP64, W7HB64, W7P32, W7P64, W7U32, W7U64",
5418PA,SW,W7: Preload Image Verification 5418PA,1.1,none,-100,0,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Single,Active,Win 10,SIT,msesha,"- To verify that the Windows 7 preloaded image as the result of the following manufacturing preloading process shows
an appropriate quality to Customer with an accuracy based on the definition in the product documents, S/W Plan, Driver List, Product Summary, Windows 7 Preload Setting
- To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process
- To verify that Customer recovery has no problem, and results the same quality as the above Preloaded Image by Manufacturing",,,
5418PA,SW,W7: Preload Image Verification 5418PA,1.1,none,-100,0,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Single,Active,Win 10,FVT,msesha,"- To verify that the Windows 7 preloaded image as the result of the following manufacturing preloading process shows
an appropriate quality to Customer with an accuracy based on the definition in the product documents, S/W Plan, Driver List, Product Summary, Windows 7 Preload Setting
- To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process
- To verify that Customer recovery has no problem, and results the same quality as the above Preloaded Image by Manufacturing",,,
5418PA,SW,W7: Preload Image Verification 5418PA,1.1,none,-100,0,,msesha,ROOT:W7:Preload Image Verification - 5418PA,Single,Active,Win 10,SVT,msesha,"- To verify that the Windows 7 preloaded image as the result of the following manufacturing preloading process shows
an appropriate quality to Customer with an accuracy based on the definition in the product documents, S/W Plan, Driver List, Product Summary, Windows 7 Preload Setting
- To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process
- To verify that Customer recovery has no problem, and results the same quality as the above Preloaded Image by Manufacturing",,,
3163PA,SW,Preload Image Initial Analysis 3163PA,1.2,none,-100,0,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Single,Active,Win 10,SIT,msesha,"To create AOD.DAT file for newly released Preload Image recovery
To create CRI Text file for newly release Preload Image
To confirm no defect in CRI String of Preload Release and CRI files of newly released Preload Image",,,
3163PA,SW,Preload Image Initial Analysis 3163PA,1.2,none,-100,0,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Single,Active,Win 10,FVT,msesha,"To create AOD.DAT file for newly released Preload Image recovery
To create CRI Text file for newly release Preload Image
To confirm no defect in CRI String of Preload Release and CRI files of newly released Preload Image",,,
3163PA,SW,Preload Image Initial Analysis 3163PA,1.2,none,-100,0,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Single,Active,Win 10,SVT,msesha,"To create AOD.DAT file for newly released Preload Image recovery
To create CRI Text file for newly release Preload Image
To confirm no defect in CRI String of Preload Release and CRI files of newly released Preload Image",,,
3559PA,SW,Make Preload Image MOPS Download Ready 3559PA,1.3,none,-100,24,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,"To create AOD.DAT file for newly released Preload Image, which is used in MOPS download",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3559PA,SW,Make Preload Image MOPS Download Ready 3559PA,1.3,none,-100,24,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,"To create AOD.DAT file for newly released Preload Image, which is used in MOPS download",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3559PA,SW,Make Preload Image MOPS Download Ready 3559PA,1.3,none,-100,24,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,"To create AOD.DAT file for newly released Preload Image, which is used in MOPS download",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3561PA,SW,CRI Text file creation for Preload Image 3561PA,1.2,none,-100,12,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To create CRI Text file for newly release Preload Image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3561PA,SW,CRI Text file creation for Preload Image 3561PA,1.2,none,-100,12,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,To create CRI Text file for newly release Preload Image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3561PA,SW,CRI Text file creation for Preload Image 3561PA,1.2,none,-100,12,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To create CRI Text file for newly release Preload Image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3562PA,SW,Initial Analysis of Preload Image 3562PA,1.3,none,-100,24,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,msesha,To confirm no defect in CRI String of Preload Release and CRI files of newly released Preload Image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3562PA,SW,Initial Analysis of Preload Image 3562PA,1.3,none,-100,24,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,msesha,To confirm no defect in CRI String of Preload Release and CRI files of newly released Preload Image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3562PA,SW,Initial Analysis of Preload Image 3562PA,1.3,none,-100,24,,msesha,ROOT: Preload image Initial Analysis - 3163PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,msesha,To confirm no defect in CRI String of Preload Release and CRI files of newly released Preload Image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5357PA,SW,W81: Preload Image Verification 5357PA,1.2,none,-100,0,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Single,Active,Win 10,SIT,msesha,"- To verify that the Windows 8.1 preloaded image as the result of the following manufacturing preloading process shows
an appropriate quality to Customer with an accuracy based on the definition in the product documents, S/W Plan, Driver List, Product Summary, Windows 8.1 Preload Setting
- To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process
- To verify that Customer recovery has no problem, and results the same quality as the above Preloaded Image by Manufacturing",,,
5357PA,SW,W81: Preload Image Verification 5357PA,1.2,none,-100,0,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Single,Active,Win 10,FVT,msesha,"- To verify that the Windows 8.1 preloaded image as the result of the following manufacturing preloading process shows
an appropriate quality to Customer with an accuracy based on the definition in the product documents, S/W Plan, Driver List, Product Summary, Windows 8.1 Preload Setting
- To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process
- To verify that Customer recovery has no problem, and results the same quality as the above Preloaded Image by Manufacturing",,,
5357PA,SW,W81: Preload Image Verification 5357PA,1.2,none,-100,0,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Single,Active,Win 10,SVT,msesha,"- To verify that the Windows 8.1 preloaded image as the result of the following manufacturing preloading process shows
an appropriate quality to Customer with an accuracy based on the definition in the product documents, S/W Plan, Driver List, Product Summary, Windows 8.1 Preload Setting
- To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process
- To verify that Customer recovery has no problem, and results the same quality as the above Preloaded Image by Manufacturing",,,
5359PA,SW,W81: MOPS&AUDIT Image Preload 5359PA,1.3,none,-100,240,,sparedes1,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,"To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5359PA,SW,W81: MOPS&AUDIT Image Preload 5359PA,1.3,none,-100,240,,sparedes1,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,"To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5359PA,SW,W81: MOPS&AUDIT Image Preload 5359PA,1.3,none,-100,240,,sparedes1,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SVT,msesha,"To verify that the manufacturing preloading process (Network download and AUDIT) has no problem, i.e. no interruption during the process",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5361PA,SW,W81: 2013/08 MS Jump Start 5361PA,1.1,none,-100,48,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,SIT,msesha,"To confirm The new Microsoft licenses, effective 8/1/2013, require changes to the Jumpstart configuration, which is required in preload images.",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
5361PA,SW,W81: 2013/08 MS Jump Start 5361PA,1.1,none,-100,48,,msesha,ROOT: W8.1: Preload Image Verification - 5357PA,Matrix,Active,Win 8,FVT,msesha,"To confirm The new Microsoft licenses, effective 8/1/2013, require changes to the Jumpstart configuration, which is required in preload images.",,"W8_32, W8P32, W8SL64, W8SL32, W8_64, W8P64",
