Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
5683PA,SW,Win7/Win8.1:Lenovo OLED usage test 5683PA,1,none,-100,720,,shaun.casantusan@awsys-i.com,ROOT:OLED Application test,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm Lenovo OLED application under usage cases,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5684PA,SW,W10: Lenovo Display Optimizer Function test 5684PA,1.5,none,-100,600,,qvanessa,ROOT:OLED Application test,Matrix,Active,Win 10,SIT,vthangavel,Confirm Lenovo Display Optimizer application under basic function and usage cases,,"Win10-32bit, Win10-64bit",
AP_0022,SW,AP_0022_OLED Panel Refresh Function Test_V1.4,1.4,none,-100,240,,jpajaro1,ROOT:OLED Application test,Single,Active,Win 10,,mtorres10,To confirm basic function and UI of Lenovo Display Refresh,,NULL,
5753PA,SW,Enhanced PC Beep Function Validation Test 5753PA,1.3,none,-100,72,,vthangavel,ROOT:Enhanced PC Beep Validation Test,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To validate Enhanced PC Beep function,,"Win10-64bit, Win7- 64bit, Win7- 32bit",
4200PA,SW,FVT: Power Manager - Peakshift Control 4200PA,1.4,none,-100,48,,tmitsuhashi,ROOT: FVT: Power Manager - Peakshift Control - 4200PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Peakshift control,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4279PA,SW,Power agenda : Peak power scheduler I 4279PA,1.3,none,-100,72,,tmitsuhashi,ROOT: Power agenda : Peak Power Scheduler - 4283PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Peakshift function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4280PA,SW,Power agenda : Peak power scheduler II 4280PA,1.7,none,-100,96,,shaun.casantusan@awsys-i.com,ROOT: Power agenda : Peak Power Scheduler - 4283PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify peakshift control,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4281PA,SW,Power agenda : Peak power scheduler - Intelligent function 4281PA,1.3.1,none,-100,72,,timothy.roasa@awsys-i.com,ROOT: Power agenda : Peak Power Scheduler - 4283PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify peak power scheduler function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4282PA,SW,Power agenda : Peak power scheduler with double battery 4282PA,1.1,none,-100,48,,tmitsuhashi,ROOT: Power agenda : Peak Power Scheduler - 4283PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify pesk power scheduler with double battery condition,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4283PA,SW,Power agenda : Peak Power Scheduler 4283PA,1.3,none,-100,0,,tmitsuhashi,ROOT: Power agenda : Peak Power Scheduler - 4283PA,Single,Active,Win 10,SIT,vthangavel,To verify Power manager - Power agend : Peak power scheduler,,NULL,
4768PA,SW,Power Agenda: Peak Power Scheduler with Docking or Slicer 4768PA,1,none,-100,144,,tmitsuhashi,ROOT: Power agenda : Peak Power Scheduler - 4283PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,Confirm Peak shift function with attached Docking station or Slicer,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5732PA,SW,Lenovo Performance Tuner 5732PA,1,none,-100,240,,vthangavel,ROOT:Performance,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To valiadate Lenovo Performance Tuner Full Function,,"Win10-64bit, Win7- 64bit, Win7- 32bit",
5686PA,SW,W10:Companion4(Tangram) / Lenovo Settings:X1 Pico Projector Settings 5686PA,1.8,none,-100,480,,vthangavel,ROOT: Pico Projector application test,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",vthangavel,confirm each function under Lenovo Settings X1 Projector Settings,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5687PA,SW,W10/W8.1: Pico Projector Pop-up menu utility (without Lenovo Settings installed) 5687PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: Pico Projector application test,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",vthangavel,confirm each function under Pico Projector Pop-up menu utility,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5688PA,SW,W10/W81:Pico Projector usage test(Application team scope) 5688PA,1,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: Pico Projector application test,Matrix,Active,"Win 10, Win 8.1",SIT,vthangavel,confirm Pico Projector under usage case scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4103PA,SW,FVT: Power Manager - Battery 4103PA,1.9,none,-100,120,,tmitsuhashi,ROOT: FVT: Power Manager - Battery - 4103PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - Battery Maintenance,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4202PA,SW,FVT: Power Manager - Battery Gauge 4202PA,1.2,none,-100,168,,tmitsuhashi,ROOT: FVT: Power Manager - Battery Gauge - 4202PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify battery gauge behavior,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4101PA,SW,FVT: Power Manager - Battery Maintenance verification 4101PA,1.9,none,-100,144,,shaun.casantusan@awsys-i.com,ROOT: FVT: Power Manager - Battery Maintenance verification - 4101PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - Battery,,"Win7- 64bit, Win7- 32bit",
4199PA,SW,FVT: Power Manager - Double Battery verification 4199PA,1.2,none,-100,96,,tmitsuhashi,ROOT: FVT: Power Manager - Double Battery verification - 4199PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify double battery configuration,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4108PA,SW,FVT: Power Manager - Dynamic Brightness Control 4108PA,1.3,none,-100,72,,tmitsuhashi,ROOT: FVT: Power Manager - Dynamic Brightness Control - 4108PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - Battery Gauge,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4100PA,SW,FVT: Power Manager - Global Power Settings 4100PA,1.5,none,-100,192,,shaun.casantusan@awsys-i.com,ROOT: FVT: Power Manager - Global Power Settings - 4100PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - Global Power Settings,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4106PA,SW,FVT: Power Manager - ODD power off 4106PA,1.2,none,-100,120,,tmitsuhashi,ROOT: FVT: Power Manager - ODD power off - 4106PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - ODD power off,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4102PA,SW,FVT: Power Manager - Options 4102PA,1.6,none,-100,48,,tmitsuhashi,ROOT: FVT: Power Manager - Options - 4102PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - options,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4201PA,SW,FVT: Power Manager - Power Agendas 4201PA,1.2,none,-100,192,,tmitsuhashi,ROOT: FVT: Power Manager - Power Agendas - 4201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify power manager - power agendas function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4099PA,SW,FVT: Power Manager - Power Plan 4099PA,1.3.1,none,-100,192,,timothy.roasa@awsys-i.com,ROOT: FVT: Power Manager - Power Plan  - 4099PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power manager - Power Plan,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4164PA,SW,FVT: Power Manager - Preset scheme verification 4164PA,1.5,none,-100,96,,shaun.casantusan@awsys-i.com,ROOT: FVT: Power Manager - Preset scheme verification - 4164PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,- verify Power Manager pre-set scheme settings,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4098PA,SW,FVT: Power Manager - Setup & Basic mode test 4098PA,1.5.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: FVT: Power Manager - Setup & Basic mode test - 4098PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - Basic mode test,,"Win10-32bit, Win7- 64bit, Win7- 32bit",
2655PA,SW,Battery Information Verification Test 2655PA,3.3,none,-100,120,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,- To verify battery information utiltiy works correctly or not,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2920PA,SW,Power Manager Function Test 2920PA,4.1,none,-100,0,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Single,Active,Win 10,SIT,vthangavel,To verify Battery Maximiser Utility behavior,,NULL,
2921PA,SW,Power Manager Function Test - Setup & Setting Properties 2921PA,3.2,none,-100,240,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Battery Maximiser funciton - Tab1,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2922PA,SW,Power Manager Function test - Global Power Settings 2922PA,2.8,none,-100,168,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify New battery Maximiser Function - Tab2,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2923PA,SW,Power Manager Function Test - Battery Maintenance 2923PA,3.4,none,-100,144,,shaun.casantusan@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify New Battery Maximiser Function - Tab3,,"Win7- 64bit, Win7- 32bit",
2924PA,SW,Power Manager Function Test - Advanced 2924PA,2.4,none,-100,144,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To verify New Battery Maximiser Function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3436PA,SW,OS Power Meter & Power Manager battery capacity check 3436PA,1.4,none,-100,144,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify OS Power Meter is fitting,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3638PA,SW,Battery Stretch Function test 3638PA,1.9,none,-100,240,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Battery Stretch function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3651PA,SW,Always On USB function verification 3651PA,1.3,none,-100,60,,vthangavel,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,"To verify USB port is on if enable ""Always on usb""",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3693PA,SW,Pre-set scheme/non-support function confirmation 3693PA,1.9.1,none,-100,72,,timothy.roasa@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,- verify Power Manager pre-set scheme settings- check non-support function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3738PA,SW,ODD power off function test 3738PA,2.1.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify ODD power off funciton,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3748PA,SW,Dynamic Brightness Control 3748PA,1.7,none,-100,72,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,Verify Dynamic Brightness Control function works,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3753PA,SW,Power Manager - ATM function support 3753PA,1,none,-100,96,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To verify ATM support by Power Manager,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3764PA,SW,Power Manager Function test - Basic mode 3764PA,1.6,none,-100,120,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Power Manager - Basic,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3765PA,SW,Power Manager - Active Directory support 3765PA,2.5.1,none,-100,144,,timothy.roasa@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To vefiry Active Directory support,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3774PA,SW,Power Manager - Hybrid Graphic switch option 3774PA,1.2,none,-100,60,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify video switch on Hybrid Graphic model,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3822PA,SW,Power Manager : Instant Resume function test 3822PA,1.9,none,-100,144,,shaun.casantusan@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,Instant Resume ( Quick resume ) function verification,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3842PA,SW,Power Manager : launch performance measurement by left click 3842PA,1.1,none,-100,48,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Power Manager launcher speed from left click to easy access window appearance,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3974PA,SW,Intelligent Power Sharing / Turbo meter confirmation 3974PA,1.1,none,-100,120,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Intelligent Power Sharing interface of poewr manager,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4034PA,SW,Power manager : Hybrid Graphics for nVidia 4034PA,1.1.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify hybrid switch function works,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4271PA,SW,Power Manager : Power Agenda 4271PA,1.3,none,-100,192,,shaun.casantusan@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify power agenda function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4406PA,SW,AirPlane mode verification 4406PA,2.3,none,-100,240,,vthangavel,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To verify AirPlane mode can be set / can be off,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4449PA,SW,Power Manager: Rapid Hibernation Resume 4449PA,1,none,-100,240,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Power Manager's Rapid Hibernation Resume function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4559PA,SW,Power Manager: Rapid Hibernation Resume advanced confirmation 4559PA,1.1,none,-100,240,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm Rapid Hibernation function with Minimum and Maximum memory size,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4611PA,SW,Lenovo Settings Power / Power Manager: Always on USB confirmation with Smart Sleep 4611PA,1.2,none,-100,240,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,"To check Always on USB functionality in IFFS and ISSC
-Confirm Always on USB is function during IFFS
-Confirm Always on USB is function in during ISSC",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5132PA,SW,Power Plan Deployment 5132PA,1,none,-100,240,,tmitsuhashi,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To Test Power Plan Deployment,,"Win10-32bit, Win7- 64bit, Win7- 32bit",
5294PA,SW,Lenovo Cool and Quietfunction test 5294PA,1.5,none,-100,480,,vthangavel,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm Lenovo Cool and Quiet function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5295PA,SW,Lenovo Cool and Quiet Usage test 5295PA,1.2.1,none,-100,480,,timothy.roasa@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm Lenovo Cool and Quiet function under Usage scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5347PA,SW,Intelligent Cooling function test for Tablet 5347PA,1.3,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: Power Manager Function Test - 2920PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm Intelligent Cooling function for Tablet,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4104PA,SW,RevFVT: Power Manager - Battery Stretch 4104PA,1.5,none,-100,192,,tmitsuhashi,ROOT: RevFVT: Power Manager - Battery Stretch - 4104PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Power Manager - Battery stretch,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5595PA,SW,W81/W10:Battery Gauge Reset function test on FVT 5595PA,1.1,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT:W81/W10:Battery Gauge Reset function test on FVT,Matrix,Active,"Win 10, Win 8.1",FVT,vthangavel,confirm Lenovo Settings Power's Battery Gauge Reset function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4392PA,SW,SWPA Torture Test for System State Transition Stress 4392PA,1,none,-100,480,,bazcueta,ROOT: SWPA Torture Test - 4397PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,"To know how much stress breaks ThinkPad software and if ThinkPad is more robust than other PC makers machines, from SWPA point of view.",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4397PA,SW,SWPA Torture Test 4397PA,1,none,-100,0,,tmitsuhashi,ROOT: SWPA Torture Test - 4397PA,Single,Active,Win 10,"SIT,FVT",vthangavel,"To know how much stress breaks ThinkPad software and if ThinkPad is more robust than other PC makers machines, from SWPA point of view.",,NULL,
4399PA,SW,SWPA Torture Test for Maximum Load Long Run 4399PA,1.2,none,-100,480,,bazcueta,ROOT: SWPA Torture Test - 4397PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,"To know how much stress breaks ThinkPad software and if ThinkPad is more robust than other PC makers machines, from SWPA point of view.",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5566PA,SW,W10:Intelligent Sensing usage test 5566PA,1.3,none,-100,480,,vthangavel,ROOT:Smart Sense test coverage on SIT,Matrix,Active,Win 10,SIT,vthangavel,-confirm Intelligent Sensing function under usage related scenarios,,Win10-64bit,
5631PA,SW,W81:Lenovo Settings:Smart Sense usage test 5631PA,1,none,-100,360,,shaun.casantusan@awsys-i.com,ROOT:Smart Sense test coverage on SIT,Matrix,Active,Win 8.1,SIT,vthangavel,confirm Smart Sense function,,"Win81-64bit, Win81-32bit",
5564PA,SW,W10:Intelligent Sensing function test on FVT 5564PA,1.5,none,-100,240,,alee37,ROOT:W10:Intelligent Sensing function test on FVT,Matrix,Active,Win 10,FVT,vthangavel,confirm the basic function of Intelligent Sensing,,Win10-64bit,
5617PA,SW,W81:Lenovo Settings:Smart Sense section confirmation on FVT 5617PA,1.1,none,-100,360,,shaun.casantusan@awsys-i.com,ROOT:W81:Lenovo Settings: Smart Sense section confirmation on FVT,Matrix,Active,Win 8.1,FVT,vthangavel,confirm the basic function of Smart Sense section on Lenovo Settings,,"Win81-64bit, Win81-32bit",
3940PA,SW,Win7: ThinkVantage Function Test 3940PA,1.4,none,-100,0,,tmitsuhashi,ROOT: Win7: ThinkVantage Function Test - 3940PA,Single,Active,Win 10,SIT,vthangavel,To test ThinkVantage Applications on ThinkPad,,NULL,
3941PA,SW,R&R: BackUp Function Test 3941PA,1.8,none,-100,960,,tmitsuhashi,ROOT: Win7: ThinkVantage Function Test - 3940PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To confirm Back Up functionality in RnR,,"Win7- 32 bit, Win10-32bit, Win10-64bit, Win7- 64bit",
3942PA,SW,R&R: Restore Function Test 3942PA,1.7,none,-100,480,,tmitsuhashi,ROOT: Win7: ThinkVantage Function Test - 3940PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To confirm the restore functionality in RnR,,"Win7- 32 bit, Win10-32bit, Win10-64bit, Win7- 64bit",
3943PA,SW,R&R: PreDesktop Area Function Test 3943PA,1.6,none,-100,480,,tmitsuhashi,ROOT: Win7: ThinkVantage Function Test - 3940PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To test PDA on ThinkPads with RNR,,"Win7- 32 bit, Win10-32bit, Win10-64bit, Win7- 64bit",
429PA,SW,TrackPoint Basic Function Test 429PA,3.1,none,-100,480,,tmitsuhashi,ROOT: TrackPoint Function Test - 470PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To verify Track Point 4 driver basic function under all OSs supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
469PA,SW,TrackPoint Application Compatibility Test 469PA,3.2.1,none,-100,480,,timothy.roasa@awsys-i.com,ROOT: TrackPoint Function Test - 470PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Track Point driver Scrolling function ( with Applications under all OSs supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4554PA,SW,RapidBoot HDD Accelerator - Basic test 4554PA,1.3,none,-100,144,,tmitsuhashi,ROOT: Turbo Boot Technology  - 4553PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate, Windows XPH SP3","SIT,FVT",vthangavel,To test basic functionality for RapidBoot HDD Accelerator (formerly Turbo Boot) technology,,"Win XP, Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5428PA,SW,2015:3+2BCP/2BCP:Clickpad basic function test with Ultranav Driver on FVT 5428PA,1.4,Touchpad,-100,360,,mmontecer,ROOT: 2015:3+2BCP/2BCP:Clickpad basic function test with Ultranav Driver on FVT - 5428PA,Matrix,Active,Win 10,FVT,vthangavel,confirm the basic function of Clickpad,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5518PA,SW,2015:3+2BCP/2BCP: ClickPad Gesture test on FVT 5518PA,1.6,none,-100,240,,mmontecer,ROOT: 2015:3+2BCP/2BCP:ClickPad Gesture test on FVT,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,confirm the supported ClickPad gestures,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5426PA,SW,2015:3+2BCP:Trackpoint basic function test with Ultranav driver 5426PA,1.5,none,-100,480,,vthangavel,ROOT: 2015:3+2BCP:Trackpoint basic function test with Ultranav driver - 5426PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,perform Basic function test on TrackPoint with installed Ultranav driver with default condition.-Trackpoint stick-Left and Right buttons-Midlle button,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5427PA,SW,DRAFT:2015: Ultranav: Trackpoint function test 5427PA,1,none,-100,0,,tmitsuhashi,ROOT: DRAFT:2015: Ultranav: Trackpoint function test - 5427PA,Single,Active,Win 10,FVT,vthangavel,perform basic function test for trackpoint,,NULL,
